date,day,anchor_time,direction,entry,sl,tp,exit_price,risk_dollars,pnl,rr_achieved,outcome,exit_time
2026-03-03,Tuesday,12:55,short,5208.62,5224.93,5159.67,5159.67,30,90.0,3.0,tp,2026-03-03 13:05:00
2026-03-10,Tuesday,12:55,long,5186.88,5185.3,5191.6,5191.6,30,90.0,3.0,tp,2026-03-10 13:05:00
2026-03-11,Wednesday,12:55,short,5166.48,5177.47,5133.52,5177.47,30,-30.0,-1.0,sl,2026-03-11 13:05:00
2026-03-12,Thursday,12:55,long,5185.55,5179.11,5204.88,5179.11,30,-30.0,-1.0,sl,2026-03-12 13:05:00
2026-03-13,Friday,12:55,long,5120.67,5112.69,5144.59,5112.69,30,-30.0,-1.0,sl,2026-03-13 13:10:00
2026-03-17,Tuesday,12:55,long,5013.5,5009.31,5026.05,5026.05,30,90.0,3.0,tp,2026-03-17 13:30:00
2026-03-18,Wednesday,12:55,short,4877.58,4882.05,4864.14,4864.14,30,90.0,3.0,tp,2026-03-18 13:05:00
2026-03-19,Thursday,12:55,short,4571.08,4575.05,4559.17,4559.17,30,90.0,3.0,tp,2026-03-19 13:05:00
2026-03-20,Friday,12:55,short,4677.02,4680.18,4667.56,4667.56,30,90.0,3.0,tp,2026-03-20 13:05:00
2026-03-24,Tuesday,12:55,long,4388.89,4369.42,4447.32,4369.42,30,-30.0,-1.0,sl,2026-03-24 13:05:00
2026-03-25,Wednesday,12:55,long,4552.61,4540.63,4588.55,4540.63,30,-30.0,-1.0,sl,2026-03-25 14:00:00
2026-03-26,Thursday,12:55,long,4434.38,4419.66,4478.55,4478.55,30,90.0,3.0,tp,2026-03-26 14:35:00
2026-03-27,Friday,12:55,short,4437.41,4444.32,4416.69,4416.69,30,90.0,3.0,tp,2026-03-27 13:30:00
2026-03-31,Tuesday,12:55,short,4571.19,4579.94,4544.92,4579.94,30,-30.0,-1.0,sl,2026-03-31 13:05:00
2026-04-07,Tuesday,12:55,short,4651.06,4658.27,4629.42,4658.27,30,-30.0,-1.0,sl,2026-04-07 13:05:00
2026-04-08,Wednesday,12:55,long,4802.67,4798.41,4815.45,4798.41,30,-30.0,-1.0,sl,2026-04-08 13:05:00
2026-04-09,Thursday,12:55,short,4741.42,4747.58,4722.95,4747.58,30,-30.0,-1.0,sl,2026-04-09 13:05:00
2026-04-10,Friday,12:55,long,4772.52,4767.35,4788.04,4767.35,30,-30.0,-1.0,sl,2026-04-10 13:15:00
2026-04-14,Tuesday,12:55,long,4771.49,4770.44,4774.62,4774.62,30,90.0,3.0,tp,2026-04-14 13:05:00
2026-04-15,Wednesday,12:55,long,4815.4,4807.86,4838.0,4807.86,30,-30.0,-1.0,sl,2026-04-15 15:05:00
2026-04-16,Thursday,12:55,long,4818.95,4815.62,4828.96,4815.62,30,-30.0,-1.0,sl,2026-04-16 13:05:00
2026-04-17,Friday,12:55,short,4839.46,4848.03,4813.72,4848.03,30,-30.0,-1.0,sl,2026-04-17 13:05:00
2026-04-21,Tuesday,12:55,long,4782.24,4777.59,4796.19,4777.59,30,-30.0,-1.0,sl,2026-04-21 13:05:00
2026-04-22,Wednesday,12:55,short,4743.63,4747.74,4731.31,4747.74,30,-30.0,-1.0,sl,2026-04-22 13:05:00
2026-04-23,Thursday,12:55,short,4736.69,4741.11,4723.4,4741.11,30,-30.0,-1.0,sl,2026-04-23 13:50:00
2026-04-24,Friday,12:55,long,4700.84,4695.68,4716.36,4695.68,30,-30.0,-1.0,sl,2026-04-24 13:20:00
2026-04-28,Tuesday,12:55,short,4591.97,4595.1,4582.61,4582.61,30,90.0,3.0,tp,2026-04-28 13:05:00
2026-05-05,Tuesday,12:55,long,4565.97,4563.73,4572.67,4572.67,30,90.0,3.0,tp,2026-05-05 13:05:00
2026-05-06,Wednesday,12:55,long,4683.66,4676.72,4704.49,4676.72,30,-30.0,-1.0,sl,2026-05-06 13:05:00
2026-05-07,Thursday,12:55,short,4744.64,4750.8,4726.16,4750.8,30,-30.0,-1.0,sl,2026-05-07 13:30:00
2026-05-08,Friday,12:55,short,4720.52,4729.54,4693.46,4729.54,30,-30.0,-1.0,sl,2026-05-08 13:30:00
2026-05-12,Tuesday,12:55,short,4580.00,4582.00,4574.00,4574.00,30,90.0,3.0,tp,2026-05-12 13:10:00
2026-05-19,Tuesday,12:55,long,4560.00,4558.00,4566.00,4566.00,30,90.0,3.0,tp,2026-05-19 13:10:00
