date,day,anchor_time,direction,entry,sl,tp,exit_price,risk_dollars,pnl,rr_achieved,outcome,exit_time
2026-04-09,Thursday,13:00,long,4747.08,4742.06,4762.15,4762.15,30,90.0,3.0,tp,2026-04-09 13:35:00
2026-04-10,Friday,13:00,long,4773.68,4768.91,4787.99,4768.91,30,-30.0,-1.0,sl,2026-04-10 13:15:00
2026-04-14,Tuesday,13:00,long,4778.17,4776.24,4783.97,4783.97,30,90.0,3.0,tp,2026-04-14 13:15:00
2026-04-16,Thursday,13:00,short,4816.12,4822.2,4797.85,4822.2,30,-30.0,-1.0,sl,2026-04-16 13:35:00
2026-04-17,Friday,13:00,long,4847.54,4839.73,4870.94,4870.94,30,90.0,3.0,tp,2026-04-17 13:10:00
2026-04-21,Tuesday,13:00,short,4778.09,4780.29,4771.5,4771.5,30,90.0,3.0,tp,2026-04-21 13:10:00
2026-04-22,Wednesday,13:00,long,4747.24,4738.57,4773.27,4738.57,30,-30.0,-1.0,sl,2026-04-22 13:15:00
2026-04-23,Thursday,13:00,short,4729.87,4734.65,4715.53,4734.65,30,-30.0,-1.0,sl,2026-04-23 13:40:00
2026-04-24,Friday,13:00,short,4696.18,4703.45,4674.36,4703.45,30,-30.0,-1.0,sl,2026-04-24 13:10:00
2026-04-28,Tuesday,13:00,short,4584.14,4584.85,4582.03,4582.03,30,90.0,3.0,tp,2026-04-28 13:10:00
2026-05-05,Tuesday,13:00,long,4575.4,4573.4,4581.39,4581.39,30,90.0,3.0,tp,2026-05-05 13:15:00
2026-05-06,Wednesday,13:00,short,4677.22,4686.04,4650.75,4686.04,30,-30.0,-1.0,sl,2026-05-06 13:15:00
2026-05-07,Thursday,13:00,short,4737.79,4742.06,4724.98,4742.06,30,-30.0,-1.0,sl,2026-05-07 13:20:00
2026-05-08,Friday,13:00,short,4720.2,4726.24,4702.09,4726.24,30,-30.0,-1.0,sl,2026-05-08 13:15:00
